Hour,Load (kW)
2122,9195.392373173505
2123,9199.261769124254
2124,9199.7278734555
2125,9153.315068453498
2126,9124.51271792949
2127,9094.771228443758
2128,9032.310744887258
2129,8982.092962623237
2130,8901.411346650739
2131,8857.664086155004
2132,8913.3371093125
2133,8924.250119082508
2134,8892.860623840745
2135,8877.470891740242
2136,8882.1106429215
2137,8894.4454687145
2138,8823.37166672301
2139,8827.729206521002
2140,8838.33845276775
2141,8847.1278155825
2142,8883.49198811551
2143,8917.408096333484
2144,8878.2566950405
2145,8871.022875655
2146,8882.161274272
2147,8896.246583577244
2148,8909.046503907748
2149,8917.770435142744
2150,8921.229424599755
2151,8922.116162213259
2152,8926.05934184425
2153,8929.897673993
2154,8916.374766972996
2155,8921.308268673256
2156,8995.086110893504
2157,8997.939356251005
2158,8952.275149465238
2159,8941.380684135
2160,8935.871519724999
2161,8922.475057687996
2162,8912.628713081493
2163,8919.107501032246
2164,8931.026086426
2165,8943.460718232245
2166,8962.691161734247
2167,9007.743511560511
2168,8947.408666328747
2169,8952.946959328743
2170,8962.261602811248
2171,8967.472540162487
2172,8973.028596139011
2173,8976.144008280247
2174,8982.091121978507
2175,8988.922087745006
2176,8992.915085709508
2177,8994.345138120245
2178,8978.454805052494
2179,8976.227132220245
2180,9044.966611789998
2181,9055.909308801503
2182,9016.329005801004
2183,9007.523296860994
2184,8998.552371823995
2185,8998.773441832493
2186,9084.140492273998
2187,9093.819701509738
2188,9116.812888449747
2189,9154.604011741001
2190,9253.681107874745
2191,9344.866454757743
2192,9380.600902271253
2193,9456.587730521504
2194,9496.371445336003
2195,9496.96878260775
2196,9496.472807231003
2197,9456.445056493507
2198,9411.262348280992
2199,9381.797087524761
2200,9324.663352561247
2201,9277.170679133242
2202,9236.301073759
2203,9179.11464153001
2204,9222.50632419376
2205,9223.488394992259
2206,9180.505454582755
2207,9164.611107896495
2208,9166.163522398494
2209,9170.19331270674
2210,9176.012688291008
2211,9185.75556025349
2212,9204.701483904746
2213,9250.559835228762
2214,9344.98581031775
2215,9432.003864473243
2216,9463.566687191753
2217,9514.385147002753
2218,9556.491133228012
2219,9567.289458930258
2220,9577.604490626742
2221,9546.421772347754
2222,9525.325494196499
2223,9496.322060289496
2224,9435.058066839752
2225,9392.141044643999
2226,9347.676677565252
2227,9293.54671760275
2228,9332.668568705249
2229,9332.335729743254
2230,9281.890698793237
2231,9265.007263381996
2232,9266.97419337675
2233,9276.380705132755
2234,9284.7713368835
2235,9289.563476546753
2236,9311.180225782506
2237,9351.975998884249
2238,9446.378501081497
2239,9532.963637130504
2240,9563.550571091995
2241,9629.837084475254
2242,9666.280641478004
2243,9660.323640637758
2244,9649.559508682483
2245,9598.07495504725
2246,9565.514571893498
2247,9533.816476805003
2248,9480.595922860743
2249,9434.828205677513
2250,9395.411592066499
2251,9353.3276939455
2252,9406.963743364991
2253,9418.340292968758
2254,9377.92694194475
2255,9363.398593147736
2256,9368.651540033256
2257,9370.295692955502
2258,9377.237753360001
2259,9387.901215526255
2260,9411.773197943006
2261,9461.601395999005
2262,9561.211321955741
2263,9651.835766104992
2264,9668.050451752746
2265,9704.712180349243
2266,9728.59934251424
2267,9720.53999983851
2268,9718.906792812491
2269,9670.386428364007
2270,9637.780820933009
2271,9615.24115108475
2272,9565.584221591764
2273,9518.497580958745
2274,9478.625596649252
2275,9439.91335897125
2276,9494.782126663491
2277,9503.076230021501
2278,9469.118100179736
2279,9453.683423849745
2280,9458.748419142496
2281,9462.013139275748
2282,9468.866098067492
2283,9475.205221278236
2284,9497.833865523737
2285,9542.62627450151
2286,9639.743928577505
2287,9723.572641142247
2288,9754.400934556514
2289,9802.83110513326
2290,9831.49151335201
2291,9828.814557023497
2292,9825.350637852001
2293,9777.796253343238
2294,9752.235034566502
2295,9729.396346172009
2296,9674.771076592251
2297,9638.779307387502
2298,9599.111124527746
2299,9552.774038865244
2300,9603.688986908
2301,9611.501106547492
2302,9566.133667621998
2303,9555.680297394247
2304,9557.003074894741
2305,9571.503571038244
2306,9506.43840752025
2307,9511.283586870748
2308,9521.722603929004
2309,9531.16342617425
2310,9570.021029387748
2311,9594.712661551246
2312,9563.36077040875
2313,9553.141902471494
2314,9558.838780390246
2315,9575.844886727738
2316,9589.639928282499
2317,9593.173514409495
2318,9588.849490570747
2319,9580.630426000002
2320,9582.4011944465
2321,9583.126751233985
2322,9568.181730976237
2323,9584.374494257487
2324,9665.266227871005
2325,9672.439211078008
2326,9630.797116278998
2327,9619.932507878246
2328,9613.466354022006
2329,9600.186662578995
2330,9591.077056340502
2331,9597.526221897246
2332,9613.94941698925
2333,9625.07480062325
2334,9642.174917906998
2335,9662.994603323496
2336,9631.854397563002
2337,9636.075235258757
2338,9625.253896698003
2339,9627.81237175951
2340,9625.737343007504
2341,9627.555339749497
2342,9629.749213392255
2343,9633.100979651248
2344,9636.602881680743
2345,9637.242675677498
2346,9630.54827128425
2347,9642.409973227248
2348,9716.384916380739
2349,9729.452196194745
2350,9696.012312404742
2351,9683.957608809515
2352,9677.616935631497
2353,9679.492280043001
2354,9766.699463551997
2355,9775.500989266997
2356,9801.620828478997
2357,9843.329797964754
2358,9933.265579198009
2359,10017.526174014498
2360,10057.152945950756
2361,10095.515841098264
2362,10118.70757832275
2363,10103.536604667499
2364,10094.482838132486
2365,10042.426621478258
2366,10010.47118164675
2367,9982.81993321851
2368,9934.564247652748
2369,9896.473859685762
2370,9866.851546541495
2371,9831.477764532494
2372,9894.297068483507
2373,9898.562019808247
2374,9860.115716557004
2375,9845.199002792247
2376,9847.48454430625
2377,9851.54693241825
2378,9861.54084190526
2379,9867.99965318001
2380,9890.091263805984
2381,9936.959276278507
2382,10028.159778843998
2383,10089.44959951625
2384,10142.766834002487
2385,10177.110678551762
2386,10205.799126602751
2387,10200.167709589
2388,10199.853800544006
2389,10158.16928127125
2390,10130.601390054748
2391,10105.749205839003
2392,10051.391565498758
2393,10009.329502675997
2394,9972.346164079745
2395,9929.967781060759
2396,9978.6171685485
2397,9987.426435777006
2398,9949.083331901242
2399,9933.162618712995
2400,9936.086015413757
2401,9941.94400795375
2402,9945.251693445258
2403,9952.742214462492
2404,9975.14357687651
2405,10015.759375059264
2406,10112.934235175002
2407,10166.458869440505
2408,10218.210719916255
2409,10266.767604588005
2410,10299.202638465258
2411,10302.740806876242
2412,10369.041111504239
2413,10368.350710386996
2414,10361.560217119497
2415,10345.934858088505
2416,10275.369960301008
2417,10206.230495942738
2418,10152.438379742754
2419,10091.24911291625
2420,10108.674649316008
2421,10064.584498876507
2422,10045.954852745004
2423,10027.143395861005
2424,10029.094628885998
2425,10032.9861651095
2426,10038.026752048008
2427,10047.948216485001
2428,10068.090097662496
2429,10112.212328932761
2430,10208.534169840499
2431,10274.635683847499
2432,10347.25321872425
2433,10404.734015278736
2434,10441.08239424376
2435,10439.499501387752
2436,10465.859409931005
2437,10467.741049130504
2438,10452.259348036247
2439,10425.500409351504
2440,10359.944835934997
2441,10302.069486633754
2442,10249.067014426
2443,10164.569533484504
2444,10166.061404562495
2445,10165.063169845997
2446,10137.988096924004
2447,10121.1735426655
2448,10122.880703069242
2449,10127.613324037253
2450,10134.344963662257
2451,10142.434208954752
2452,10164.603092277755
2453,10202.405235695753
2454,10297.755426682994
2455,10376.12346204125
2456,10448.03599312199
2457,10504.185163965753
2458,10545.374004053998
2459,10554.525369878256
2460,10561.775481174489
2461,10521.833756042011
2462,10495.278991160247
2463,10462.857036218762
2464,10406.640879531993
2465,10360.869543222005
2466,10305.019250338757
2467,10246.847991487752
2468,10268.972185002489
2469,10286.01602602475
2470,10239.473763055485
2471,10222.198491860987
2472,10224.379397984754
2473,10235.665013081005
2474,10170.402096151245
2475,10177.171952804261
2476,10184.972903996993
2477,10192.769021418997
2478,10236.460191449987
2479,10234.410095621242
2480,10231.403496220999
2481,10218.757408854997
2482,10235.273005813
2483,10263.058365420493
2484,10286.384949754745
2485,10303.159278038489
2486,10313.633288393488
2487,10317.994942869502
2488,10328.689998049258
2489,10322.637794540247
2490,10301.668323635497
2491,10297.676255136243
2492,10349.884199801247
2493,10358.835859264746
2494,10301.850970331994
2495,10290.37660477375
2496,10284.476218190495
2497,10273.881991762752
2498,10257.15362131225
2499,10262.351208598502
2500,10272.290698189001
2501,10282.787845950494
2502,10297.13065717875
2503,10296.974621018253
2504,10283.112309343012
2505,10294.163902378508
2506,10300.587351566746
2507,10311.156390953258
2508,10317.935058042507
2509,10321.4340266585
2510,10326.477865502504
2511,10329.142814000246
2512,10332.965446361988
2513,10330.23542691849
2514,10324.0915905745
2515,10325.468500269242
2516,10384.345762696244
2517,10411.519261533238
2518,10374.471675664749
2519,10363.505375133243
2520,10361.140604997496
2521,10363.846707792263
2522,10453.183047087257
2523,10465.311476865998
2524,10486.598792617251
2525,10536.143289489244
2526,10628.88370151574
2527,10687.749182022244
2528,10734.463431776001
2529,10775.050352014507
2530,10797.622458826005
2531,10782.548381668506
2532,10777.028295815506
2533,10730.943188206755
2534,10696.739109448501
2535,10667.818106649751
2536,10616.532991564261
2537,10581.297611836004
2538,10550.062291177996
2539,10520.398789049765
2540,10562.620945859753
2541,10586.610668339263
2542,10542.362386193749
2543,10526.393849881504
2544,10529.98929544
2545,10537.305262455002
2546,10545.673445523
2547,10555.590844470997
2548,10582.092113885234
2549,10627.248959836754
2550,10716.367955986261
2551,10785.318440749483
2552,10823.799323471252
2553,10857.235341198253
2554,10880.317516483496
2555,10874.730835130993
2556,10869.025765513992
2557,10828.413791442497
2558,10805.527930192256
2559,10781.914320811988
2560,10728.275861859009
2561,10687.088983438998
2562,10647.760093803254
2563,10603.072610224755
2564,10636.522768794259
2565,10656.976031151506
2566,10620.043150525493
2567,10605.699280964742
2568,10606.86272321625
2569,10611.161983191241
2570,10618.714169511488
2571,10624.958985087762
2572,10644.258002201
2573,10687.63070750525
2574,10786.243117302001
2575,10841.266120545999
2576,10897.006935094247
2577,10957.38644762825
2578,11007.650659335497
2579,11015.232429411497
2580,11017.239846990002
2581,10983.542157757998
2582,10966.342352417492
2583,10942.502625491003
2584,10887.999021747499
2585,10848.71738118076
2586,10803.116369573489
2587,10734.4761324075
2588,10759.820548012005
2589,10775.272351724996
2590,10723.68391168225
2591,10707.704811607253
2592,10704.443266660248
2593,10706.6058867065
2594,10711.66429321801
2595,10722.746416430251
2596,10745.124845322001
2597,10784.749242649992
2598,10877.924543053494
2599,10938.658144249002
2600,10998.206681581009
2601,11050.711137489738
2602,11084.336203667988
2603,11079.239059950502
2604,11085.188252560005
2605,11041.937793638506
2606,11014.940422052745
2607,10987.501955035505
2608,10954.071729050493
2609,10921.691669388245
2610,10876.384224256755
2611,10821.403328408504
2612,10852.454542884238
2613,10873.745831104497
2614,10812.41408428123
2615,10796.389910143995
2616,10799.82140851624
2617,10807.029956150502
2618,10811.689516818506
2619,10821.1218476395
2620,10848.452034897005
2621,10892.703630191243
2622,10977.763024132495
2623,11033.536193464002
2624,11127.164222759757
2625,11166.297780484498
2626,11200.18595512701
2627,11206.554029924002
2628,11225.312131769
2629,11218.497154338747
2630,11202.3475268245
2631,11191.283997346998
2632,11143.92408243025
2633,11081.298291299512
2634,11016.676357135257
2635,10940.65253460825
2636,10948.93282021
2637,10964.704150515745
2638,10907.350149926497
2639,10892.266406839502
2640,10894.821459093246
2641,10910.105910914259
2642,10842.026818361255
2643,10843.5212673985
2644,10853.186620676002
2645,10862.677086454762
2646,10888.39324522425
2647,10869.052363856
2648,10886.10007549574
2649,10881.739841221248
2650,10893.683755776254
2651,10898.879073817747
2652,10924.497273377494
2653,10945.198762795502
2654,10949.297104302505
2655,10954.044781968
2656,10964.148501475735
2657,10983.744409365738
2658,10990.099176896998
2659,10980.459174578755
2660,11011.817765929743
2661,10989.537435060989
2662,10962.903125609746
2663,10951.649534536758
2664,10942.187801160002
2665,10929.452378974236
2666,10915.126904971747
2667,10920.955793023999
2668,10932.429041006248
2669,10940.941284876753
2670,10952.408806795002
2671,10940.94607155625
2672,10943.854049898251
2673,10950.358975422
2674,10954.578781704262
2675,10993.006584699751
2676,11003.285987075491
2677,11013.310253509744
2678,11031.332265656994
2679,11067.352199960253
2680,11083.658488693503
2681,11079.50464244349
2682,11063.728660482006
2683,11045.233498751242
2684,11093.890522076244
2685,11049.106204446241
2686,11032.90613720299
2687,11019.721750558248
2688,11011.035849608259
2689,11012.090013207993
2690,11096.444136824739
2691,11103.467738229485
2692,11123.466994246006
2693,11165.191371596497
2694,11254.977443944745
2695,11299.9255978345
2696,11405.72311900325
2697,11452.17337865226
2698,11509.70744361875
2699,11545.868486517758
2700,11579.472127347248
2701,11562.094803580994
2702,11545.751841076508
2703,11536.83777114725
2704,11473.469543309255
2705,11398.725229459256
2706,11343.467928253993
2707,11277.56664772075
2708,11301.471028634005
2709,11285.502612746503
2710,11196.556700177995
2711,11181.146726600999
2712,11182.305668032002
2713,11186.006188801504
2714,11191.636590244249
2715,11199.941542837503
2716,11219.816293353997
2717,11258.013776768761
2718,11347.75339143849
2719,11402.086980447253
2720,11492.087301530752
2721,11566.364448195753
2722,11658.1204556275
2723,11699.979910776747
2724,11747.491481981257
2725,11763.229606316248
2726,11771.141063617
2727,11763.874374064746
2728,11709.788503474754
2729,11623.148486761258
2730,11504.949926847743
2731,11402.070568521007
2732,11424.136814000502
2733,11425.74135911399
2734,11344.972910772243
2735,11327.352818898751
2736,11324.293675420002
2737,11297.908419454743
2738,11285.343737142013
2739,11292.91204639451
2740,11312.747361183496
2741,11352.355351270498
2742,11441.96371685425
2743,11507.824666690001
2744,11584.515588420241
2745,11653.592512273
2746,11703.981324781995
2747,11721.797863466008
2748,11761.81877595249
2749,11737.099075816246
2750,11727.331536846754
2751,11716.00043679375
2752,11665.31241170025
2753,11605.952130275251
2754,11544.806102331759
2755,11473.491377362001
2756,11479.17447505675
2757,11463.617782399753
2758,11385.088338752235
2759,11369.870826002494
2760,11371.323778327489
2761,11375.830746602001
2762,11380.06817274176
2763,11387.594540678996
2764,11410.722862146504
2765,11449.331554206005
2766,11533.659980237751
2767,11599.130154579494
2768,11682.005303580992
2769,11732.05233295975
2770,11781.51833131675
2771,11827.147668082245
2772,11858.045553360009
2773,11849.2160982465
2774,11843.50092521626
2775,11831.703736621259
2776,11789.263168053749
2777,11722.105385482004
2778,11656.955310643501
2779,11593.359172843999
2780,11606.088485815495
2781,11609.000602054248
2782,11531.374045978002
2783,11526.116372323248
2784,11506.974937918494
2785,11474.89851272574
2786,11478.274580944995
2787,11486.187397758495
2788,11506.843938623508
2789,11548.986834300007
2790,11636.062687476759
2791,11701.739631766506
2792,11779.109380370508
2793,11838.886978435008
2794,11878.746516622507
2795,11892.213742807005
2796,11929.951605939501
2797,11911.660080041738
2798,11894.663179961735
2799,11871.371690871496
2800,11793.377336811493
2801,11718.662669468502
2802,11650.880171253748
2803,11555.684855073994
2804,11577.411840169998
2805,11609.102262943756
2806,11576.838120459754
2807,11561.835213365248
2808,11563.621547927747
2809,11573.878824941003
2810,11505.117650660264
2811,11510.484622423264
2812,11522.671785651748
2813,11531.174705305746
2814,11557.488545510252
2815,11539.530687765498
2816,11560.068913647496
2817,11556.595635881245
2818,11564.038591347999
2819,11582.437957718756
2820,11598.38373243575
2821,11609.839583388246
2822,11613.755403716743
2823,11636.251946629756
2824,11658.09244723649
2825,11669.91020501924
2826,11679.04530450375
2827,11658.647457917506
2828,11674.588711292989
2829,11686.858192571995
2830,11638.826803460757
2831,11622.709954898995
2832,11611.665252878507
2833,11600.922022073244
2834,11585.549270642248
2835,11590.953086589501
2836,11601.047758805995
2837,11612.236784837249
2838,11608.734909811
2839,11617.86730410424
2840,11615.359853527498
2841,11620.3264618595
2842,11622.402871407254
2843,11625.790519620748
2844,11637.48320905149
2845,11678.069710640995
2846,11726.382846921244
2847,11752.200941499503
2848,11773.231270006003
2849,11780.79597799249
2850,11772.375445607247
2851,11756.717261101252
2852,11785.950355340754
2853,11800.789370723236
2854,11745.410271602506
2855,11715.065317439256
2856,11683.595896866498
2857,11682.670474294244
2858,11764.66505372475
2859,11773.22143519975
2860,11795.036098060255
2861,11837.655881899496
2862,11909.4091034405
2863,11974.249546620742
2864,12064.45816490274
2865,12167.504625775002
2866,12246.29984178575
2867,12319.679634054506
2868,12384.545771637497
2869,12410.303599453
2870,12435.952258067247
2871,12432.838389080753
2872,12372.18739767199
2873,12308.659422975003
2874,12236.747572918755
2875,12152.96357871
2876,12114.492868183246
2877,12097.310416488248
2878,11999.0679973645
2879,11972.126129035247
2880,11964.659544178992
2881,11961.123435904992
2882,11958.310862613493
2883,11957.393291577739
2884,11970.115406030995
2885,12002.195333079506
2886,12067.726402165741
2887,12161.148738966755
2888,12274.234726671495
2889,12376.058160791514
2890,12509.882743331003
2891,12604.9384604315
2892,12626.543646620239
2893,12561.744869033499
2894,12491.092171742246
2895,12500.1316726015
2896,12461.119436979987
2897,12391.735508437245
2898,12322.739752354746
2899,12255.327472433259
2900,12243.02095212299
2901,12226.583189352252
2902,12121.482304910991
2903,12097.383430692751
2904,12105.775459319508
2905,12113.714500769991
2906,12113.089751226498
2907,12110.41890147199
2908,12123.172373099504
2909,12163.626443942496
2910,12232.454144235753
2911,12323.644389879502
2912,12451.410551388
2913,12581.504347376762
2914,12690.567824315498
2915,12794.338927676243
2916,12846.883187871492
2917,12823.990740073246
2918,12790.782693343499
2919,12752.933266729759
2920,12628.637650535758
2921,12501.277730193746
2922,12395.627253448243
2923,12304.964975327497
2924,12282.39319317525
2925,12275.985097717497
2926,12192.539652171747
2927,12163.60483225951
2928,12155.92172960224
2929,12160.447314791752
2930,12163.16846765451
2931,12164.801989292742
2932,12191.411919902002
2933,12230.400055211516
2934,12291.019592874996
2935,12384.610043805005
2936,12485.859924058246
2937,12555.748151906751
2938,12604.754895489265
2939,12633.465708205247
2940,12685.981094264253
2941,12669.937281096752
2942,12650.088410957258
2943,12639.589234825507
2944,12571.435481850747
2945,12483.033724170007
2946,12413.861295086497
2947,12335.732645305488
2948,12325.0817652645
2949,12299.263010164255
2950,12252.16294042275
2951,12226.30090035275
2952,12216.263661435241
2953,12248.259496181508
2954,12287.739247057998
2955,12319.80446230025
2956,12295.8710751405
2957,12282.051456356
2958,12322.471358047742
2959,12403.765406445244
2960,12494.534021827494
2961,12585.589501858012
2962,12657.492263832764
2963,12712.980561695264
2964,12789.755597469752
2965,12796.564050905507
2966,12803.307374357493
2967,12817.474662243503
2968,12757.63428807926
2969,12683.537682657749
2970,12594.187655148755
2971,12484.536877414757
2972,12455.363703074998
2973,12428.613891152754
2974,12340.47721864625
2975,12310.008407456246
2976,12295.393687680757
2977,12291.634129926506
2978,12211.451845344507
2979,12195.603499616005
2980,12183.897135932752
2981,12192.266635354497
2982,12192.90986973501
2983,12204.446606329737
2984,12259.776984335997
2985,12287.775877394746
2986,12357.319525490248
2987,12427.407875106748
2988,12473.251416401254
2989,12504.947025823
2990,12530.252792257756
2991,12553.987868958488
2992,12587.733466307742
2993,12587.28593889274
2994,12559.329353223997
2995,12514.815822729495
2996,12516.640008676259
2997,12511.048665621
2998,12424.94210135275
2999,12399.187087661492
3000,12377.513881455006
3001,12355.923600847249
3002,12340.171612183509
3003,12335.123103642753
3004,12347.2735327895
3005,12348.747635621501
3006,12318.515143083998
3007,12282.456650623752
3008,12300.588902029247
3009,12329.670455112495
3010,12365.379402612001
3011,12440.489875432255
3012,12469.368171894745
3013,12490.533946329753
3014,12512.5849868455
3015,12522.482767275993
3016,12537.479342565002
3017,12537.401516169504
3018,12508.071111703994
3019,12469.458287029001
3020,12486.079969027493
3021,12501.154039483987
3022,12445.00586223225
3023,12422.525616970244
3024,12402.147893775005
3025,12390.036387682741
3026,12465.668222774488
3027,12441.635107866257
3028,12461.231181374
3029,12499.662228814257
3030,12565.43496788849
3031,12636.548880327495
3032,12732.52686841675
3033,12853.51029613801
3034,12961.722074838497
3035,13041.185138308492
3036,13117.68222392074
3037,13144.310892926756
3038,13145.950153753995
3039,13143.359957805504
3040,13077.392903602511
3041,13002.323178303492
3042,12915.820395556255
3043,12820.52683999174
3044,12780.443635564008
3045,12766.837434068746
3046,12688.186963788503
3047,12666.380353659495
3048,12627.932523279993
3049,12616.947700566256
3050,12612.728237968739
3051,12605.906978500247
3052,12612.041796810747
3053,12642.881184455757
3054,12697.118567612757
3055,12799.840801197259
3056,12924.338866664493
3057,13069.667844695243
3058,13209.474965128491
3059,13315.82770913825
3060,13390.66842278025
3061,13382.884079792493
3062,13366.496406512497
3063,13339.93430935025
3064,13229.230771468498
3065,13118.678657138245
3066,13016.500064499745
3067,12920.409582960743
3068,12889.722179053757
3069,12864.118991920255
3070,12763.350772254
3071,12740.934883646254
3072,12732.4304172685
3073,12734.259064576752
3074,12734.614916491008
3075,12737.5454897965
3076,12754.648562502998
3077,12788.423695451243
3078,12831.61558315574
3079,12912.228753367752
3080,13010.834818745754
3081,13098.0517835725
3082,13164.922817541
3083,13192.078074202247
3084,13218.316168326754
3085,13227.525876474998
3086,13258.983323067998
3087,13271.894566951005
3088,13175.524963913507
3089,13086.476403850003
3090,13012.841455443237
3091,12911.425370671997
3092,12881.880446206498
3093,12920.639900527503
3094,12848.844351670994
3095,12822.018423991494
3096,12821.973088036248
3097,12817.800684747252
3098,12804.31574025324
3099,12796.90875480949
3100,12812.497868479755
3101,12844.451011480509
3102,12897.730869098497
3103,12983.676059666506
3104,13082.110798697007
3105,13179.312137010751
3106,13249.217371599745
3107,13278.753124740004
3108,13327.621273116258
3109,13324.559048188747
3110,13284.171083983245
3111,13298.73367327726
3112,13247.287156634251
3113,13160.916361693986
3114,13072.477941149496
3115,12967.361892225497
3116,12934.810842835252
3117,12968.820998265248
3118,12891.521540385003
3119,12851.717569280745
3120,12809.803176465997
3121,12814.504157958238
3122,12820.750297459488
3123,12828.861015846489
3124,12846.5536566805
3125,12883.905406424257
3126,12929.181365998491
3127,13046.20120118901
3128,13153.641158429251
3129,13237.116166939744
3130,13308.008942457256
3131,13323.834097584255
3132,13329.889556688497
3133,13287.126291479752
3134,13267.571974582745
3135,13234.45419723024
3136,13176.053587869492
3137,13119.755781507247
3138,13039.703657064743
3139,12953.417313894748
3140,12929.685826046256
3141,12974.859773044496
3142,12931.494694830495
3143,12908.764863455493
3144,12908.32575291251
3145,12917.78138888125
3146,12847.755352526254
3147,12851.496792427508
3148,12858.155822500239
3149,12866.379158470254
3150,12850.93179877799
3151,12881.175526837242
3152,12909.55482507601
3153,12924.593816626993
3154,12954.932303975762
3155,12990.749453394254
3156,13053.649678635245
3157,13071.213676274489
3158,13079.230465159255
3159,13075.104200157
3160,13087.336317592004
3161,13084.379662409992
3162,13054.79260644876
3163,13035.065775551002
3164,13038.46970157525
3165,13056.984661912504
3166,12995.896632863996
3167,12976.964768172495
3168,12966.8989239945
3169,12943.779267831758
3170,12927.916890067007
3171,12931.070263112506
3172,12939.112570072506
3173,12947.960101508987
3174,12915.733761459762
3175,12940.52350022875
3176,12959.425892897743
3177,12993.49554190524
3178,13015.729009789498
3179,13062.88312424676
3180,13090.366260542238
3181,13107.122451122746
3182,13120.243431533507
3183,13137.240036392253
3184,13146.274252646013
3185,13149.499683238755
3186,13140.52062014449
3187,13115.87353648674
3188,13117.613605617256
3189,13167.3397833615
3190,13135.170580150998
3191,13114.718364677507
3192,13098.40925652099
3193,13098.438153002997
3194,13185.823929781991
3195,13190.895381771748
3196,13207.56009111075
3197,13246.921770810013
3198,13293.074729683747
3199,13398.459142163761
3200,13534.174846747244
3201,13625.601794394504
3202,13695.919674898509
3203,13751.378102557008
3204,13826.721967189756
3205,13853.629303683001
3206,13867.992584039506
3207,13848.655503482001
3208,13748.60794871174
3209,13641.352423369493
3210,13549.827729702747
3211,13461.819924920994
3212,13435.435356396254
3213,13470.970311378745
3214,13398.19539704274
3215,13368.147273952502
3216,13367.068118199248
3217,13367.97276290475
3218,13369.879518165248
3219,13365.505909371755
3220,13372.244762744509
3221,13407.341766027004
3222,13446.18428657025
3223,13563.98724335449
3224,13697.365221160255
3225,13868.980436703498
3226,13995.736560805513
3227,14047.124893949745
3228,14102.22746570425
3229,14066.480965552006
3230,14037.707527595996
3231,14006.121332656756
3232,13905.505077775004
3233,13808.017664252502
3234,13681.26006684249
3235,13533.535149971993
3236,13472.407579785264
3237,13479.3776910605
3238,13388.411244886498
3239,13359.23854854425
3240,13350.720285732257
3241,13342.003052910484
3242,13332.327780598001
3243,13312.398271581254
3244,13324.944945221006
3245,13368.12799244726
3246,13414.540776874255
3247,13542.595177715244
3248,13674.441216595
3249,13798.049287454249
3250,13922.109932424995
3251,14054.008285051494
3252,14158.009490009004
3253,14135.266033722004
3254,14114.049406236494
3255,14096.877576157993
3256,14049.018565877253
3257,13955.568641431008
3258,13848.95451228925
3259,13756.366231916494
3260,13709.805934386492
3261,13700.747081363494
3262,13593.109696052736
3263,13563.802893722752
3264,13545.171373086752
3265,13486.012514862248
3266,13471.832605060006
3267,13487.393083256242
3268,13495.465024495505
3269,13527.143212739998
3270,13561.087569023244
3271,13679.443496672502
3272,13805.47853123325
3273,13916.629239929494
3274,14002.760767964499
3275,14064.04836397274
3276,14162.960252333743
3277,14207.312722917
3278,14207.425208592742
3279,14181.999902594507
3280,14094.172489408742
3281,13978.086042452494
3282,13838.176861782755
3283,13716.063991559753
3284,13667.761496741503
3285,13675.31957621749
3286,13580.705345987752
3287,13542.021860147752
3288,13527.088950683497
3289,13521.02154303299
3290,13519.418519253497
3291,13497.347533571747
3292,13517.867457699998
3293,13584.631963337262
3294,13617.773795132001
3295,13748.811435099005
3296,13861.723551046756
3297,13968.448991030511
3298,14083.358051814248
3299,14168.527716476254
3300,14254.659269641248
3301,14288.449677650258
3302,14286.550434062492
3303,14227.654580073495
3304,14136.762983701503
3305,14035.367317764745
3306,13891.683917586744
3307,13776.739668281492
3308,13742.710964026252
3309,13774.85798626275
3310,13688.008026972248
3311,13658.545556938247
3312,13673.42369913325
3313,13697.075203575503
3314,13622.021086009743
3315,13615.181266199486
3316,13615.163020171989
3317,13617.00252938474
3318,13591.702738685495
3319,13584.541888290494
3320,13622.091420449011
3321,13641.38777336376
3322,13676.661860355494
3323,13694.821146785758
3324,13738.090695383491
3325,13773.788405465748
3326,13784.660889192004
3327,13807.526936337259
3328,13854.856710487998
3329,13877.75912753975
3330,13877.265737993743
3331,13879.55375533924
3332,13883.027493701236
3333,13917.3281691795
3334,13844.126254647994
3335,13827.314059647757
3336,13794.617670727239
3337,13732.874143031748
3338,13678.456105333004
3339,13649.20668212924
3340,13647.172436482253
3341,13619.768584650752
3342,13590.047808198242
3343,13593.562778163245
3344,13619.341697210753
3345,13644.549594730503
3346,13663.869068328002
3347,13688.58855161175
3348,13713.803174683748
3349,13748.149747268257
3350,13771.447733460505
3351,13776.387087493245
3352,13763.528906256739
3353,13739.372814242253
3354,13724.266583399487
3355,13721.392170062743
3356,13742.977003380749
3357,13801.997736557987
3358,13767.256329229489
3359,13745.768957725006
3360,13711.621775261241
3361,13693.978873308735
3362,13778.089625297001
3363,13785.225360162996
3364,13804.342347185746
3365,13846.172641189263
3366,13884.427123980005
3367,13986.41015322025
3368,14095.06632133524
3369,14179.857681427995
3370,14269.5773524635
3371,14308.907826796758
3372,14357.737222177253
3373,14344.026147734236
3374,14325.593038209257
3375,14297.492496865245
3376,14221.913245100492
3377,14160.631123302494
3378,14069.113144493249
3379,13983.418174124003
3380,13949.849728276
3381,13982.262426233248
3382,13935.131914917736
3383,13905.519780119512
3384,13898.48911843
3385,13904.295343319754
3386,13904.517343061498
3387,13911.45007522999
3388,13932.424335634505
3389,13975.000135671751
3390,14014.432266479744
3391,14130.755650444755
3392,14256.741137006751
3393,14335.447913314005
3394,14404.232453892999
3395,14451.337298161248
